year,maker,vehicle_category,total
2022,ADISHWAR AUTO RIDE INDIA PVT LTD,TWO WHEELER,1350
2022,ADRIS ELECTRIC PVT LTD,TWO WHEELER,226
2022,AFTEK MOTORS INDIA PVT LTD,TWO WHEELER,186
2022,AHMED MOTORS,TWO WHEELER,18
2022,AJS MOTORCYCLES LTD,TWO WHEELER,1
2022,ALTIUS EV TECH PVT LTD,TWO WHEELER,67
2022,AMO MOBILITY SOLUTIONS PVT LTD,TWO WHEELER,1496
2022,AMPERE VEHICLES PRIVATE LIMITED,TWO WHEELER,79859
2022,AMPERE VEHICLES PVT LTD,TWO WHEELER,2391
2022,ANCHI MOTORCYCLE (IMPORTER: ECOTRINITY AUTOMOBILE,TWO WHEELER,6
2022,ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),TWO WHEELER,1
2022,ANVITA AUTO TECH WORKS PVT LTD,TWO WHEELER,30
2022,ATHER ENERGY LTD,TWO WHEELER,51813
2022,ATOMEX E-MOTORS INDIA PVT LTD,TWO WHEELER,3
2022,AUTOROLA INDIA TO,TWO WHEELER,1
2022,AYAAN ELECTRONIC PVT LTD,TWO WHEELER,132
2022,BAJAJ AUTO LTD,TWO WHEELER,1673679
2022,BATTRE ELECTRIC MOBLITY PVT LTD,TWO WHEELER,516
2022,BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,TWO WHEELER,13130
2022,BGAUSS AUTO PRIVATE LIMITED,TWO WHEELER,1983
2022,BLIX CYCLES AND E-VEHICLES PVT LTD,TWO WHEELER,45
2022,BMW INDIA PVT LTD,TWO WHEELER,6697
2022,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,TWO WHEELER,484
2022,BOUNCE ELECTRIC PVT LTD,TWO WHEELER,4515
2022,BSA MOTORS,TWO WHEELER,2
2022,CHANDANA CORPORATION,TWO WHEELER,426
2022,CLASSIC LEGENDS PVT LTD,TWO WHEELER,40968
2022,DAO EVTECH PRIVATE LIMITED,TWO WHEELER,102
2022,DILLI ELECTRIC AUTO PVT LTD,TWO WHEELER,2
2022,DSK MOTOWHEELS PVT LTD.,TWO WHEELER,1
2022,DUCATI INDIA PVT LTD,TWO WHEELER,374
2022,DUCATI MOTOR HOLDING S.P.A,TWO WHEELER,2
2022,ECO FUEL SYSTEMS (I) PVT LTD,TWO WHEELER,728
2022,EICHER MOTORS LTD,TWO WHEELER,2
2022,ELECTRECA VEHICLES,TWO WHEELER,93
2022,ELTHOR ENERGY PRIVATE LIMITED,TWO WHEELER,735
2022,ENGTIAN ELECTRIC BIKE PVT LTD,TWO WHEELER,141
2022,ESCORTS CONSTRUCTION EQUIPMENT LTD,TWO WHEELER,24
2022,ESCORTS R&D CENTRE,TWO WHEELER,1
2022,EVTRIC MOTORS PVT LTD,TWO WHEELER,162
2022,EXERVAL PVT LTD,TWO WHEELER,127
2022,FIADO INDUSTRIES PVT LTD,TWO WHEELER,5
2022,GODREJ AND BOYCE MFG CO LTD,TWO WHEELER,1
2022,GO GREEN EOT (ENERGY OF THINGS) PVT LTD,TWO WHEELER,7
2022,GOREEN E-MOBILITY PVT LTD,TWO WHEELER,5345
2022,GREAVES ELECTRIC MOBILITY PVT LTD,TWO WHEELER,410
2022,GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),TWO WHEELER,8
2022,HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),TWO WHEELER,359
2022,H-D MOTOR COMPANY INDIA PVT LTD,TWO WHEELER,61
2022,HERO ELECTRIC VEHICLE PVT LTD,TWO WHEELER,2538
2022,HERO ELECTRIC VEHICLES PVT. LTD,TWO WHEELER,97828
2022,HERO HONDA MOTORS LTD,TWO WHEELER,79
2022,HERO MOTOCORP LTD,TWO WHEELER,5031596
2022,HILLMAN MOTORS LTD,TWO WHEELER,1
2022,HONDA CARS INDIA LTD,TWO WHEELER,1027
2022,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,TWO WHEELER,3862942
2022,HONGHUA INTER CO LTD,TWO WHEELER,1
2022,HONGKONG YIXING (IMPORTER: ADMS MARKETING),TWO WHEELER,14
2022,HOP ELECTRIC MOBILITY PVT LTD,TWO WHEELER,2
2022,HOUSTAN INNOVATION LLP,TWO WHEELER,33
2022,HYUNDAI MOTOR INDIA LTD,TWO WHEELER,3
2022,INDIA KAWASAKI MOTORS PVT LTD,TWO WHEELER,3257
2022,INDIA YAMAHA MOTOR PVT LTD,TWO WHEELER,544760
2022,IRA EDUTECH PVT LTD,TWO WHEELER,98
2022,IVOOMI INNOVATION PVT LTD,TWO WHEELER,627
2022,IZANAU ELECTRIC LLP,TWO WHEELER,32
2022,JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),TWO WHEELER,31
2022,JIANGSU SUNHOU (IMPORTER: SABOO TOR),TWO WHEELER,1
2022,JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),TWO WHEELER,41
2022,JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),TWO WHEELER,12
2022,JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),TWO WHEELER,496
2022,JITENDRA NEW EV-TECH PVT. LTD,TWO WHEELER,9553
2022,JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),TWO WHEELER,9
2022,JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),TWO WHEELER,37
2022,KABIRA MOBILITY LLP,TWO WHEELER,107
2022,KAWASAKI HEAVY INDUSTRIES LTD,TWO WHEELER,5
2022,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,TWO WHEELER,2085
2022,KINETIC MOTOR COMPANY LIMITED,TWO WHEELER,9
2022,KLB KOMAKI PVT LTD,TWO WHEELER,3487
2022,KYTE ENERGY PVT. LTD.,TWO WHEELER,18
2022,LECTRIX E VEHICLES PVT LTD,TWO WHEELER,2350
2022,LML LIMITED,TWO WHEELER,6
2022,LOCAL TRAILER MANUFACTURER,TWO WHEELER,1
2022,LOHIA AUTO INDUSTRIES LTD.,TWO WHEELER,1
2022,M2GO ELECTRIC VEHICLE PVT LTD,TWO WHEELER,4
2022,MAA LUXMI E-VEHICLES PVT. LTD.,TWO WHEELER,18
2022,MAHINDRA & MAHINDRA LIMITED,TWO WHEELER,117
2022,MAHINDRA TWO WHEELERS LTD,TWO WHEELER,5
2022,MAJESTIC AUTO LTD,TWO WHEELER,2
2022,MARUTHISAN PVT LTD,TWO WHEELER,84
2022,MARUTI SUZUKI INDIA LTD,TWO WHEELER,37
2022,MEW ELECTRICALS LIMITED,TWO WHEELER,3215
2022,MINI METRO EV L.L.P,TWO WHEELER,1
2022,MIRAKLE 5 AUTOMOBILES PVT LTD,TWO WHEELER,18
2022,MOTOROYALE KINETIC PRIVATE LIMITED,TWO WHEELER,2
2022,M/S VISHNU CLEAN ENERGY VEHICLES LLP,TWO WHEELER,3
2022,MV AGUSTA INDIA PVT LTD,TWO WHEELER,1
2022,NDS ECO MOTORS PVT LTD,TWO WHEELER,28
2022,NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),TWO WHEELER,208
2022,NISIKI TECHNOLOGIES PVT LTD,TWO WHEELER,167
2022,NUMEROS MOTORS PVT LTD,TWO WHEELER,335
2022,ODYSSE ELECTRIC VEHICLES PVT LTD,TWO WHEELER,313
2022,OKAYA EV PVT LTD,TWO WHEELER,8914
2022,OKINAWA AUTOTECH PVT LTD,TWO WHEELER,103621
2022,OLA ELECTRIC TECHNOLOGIES PVT LTD,TWO WHEELER,109403
2022,OMJAY EV LIMITED,TWO WHEELER,172
2022,OTHERS,TWO WHEELER,160257
2022,OZOTEC AUTOMOBILE PRIVATE LIMITED,TWO WHEELER,93
2022,PIAGGIO VEHICLES PVT LTD,TWO WHEELER,47388
2022,POLARIS INDIA PVT LTD,TWO WHEELER,14
2022,PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),TWO WHEELER,23
2022,PUR ENERGY PVT LTD,TWO WHEELER,14953
2022,QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),TWO WHEELER,98
2022,QUANTUM ENERGY LTD.,TWO WHEELER,25
2022,REVOLT INTELLICORP PVT LTD,TWO WHEELER,14912
2022,RGM BUSINESS PLUS PVT LTD,TWO WHEELER,1565
2022,ROWWET MOBILITY PVT LTD,TWO WHEELER,143
2022,ROYAL-ENFIELD (UNIT OF EICHER LTD),TWO WHEELER,644454
2022,SBTEK E MOTO PVT LTD,TWO WHEELER,19
2022,SHRI BARSANA E-VEHICLES PVT LTD,TWO WHEELER,1
2022,SMV,TWO WHEELER,26
2022,SRIVARU MOTORS PVT LTD,TWO WHEELER,60
2022,SUPERECO AUTOMOTIVE CO,TWO WHEELER,14
2022,SUZUKI MOTORCYCLE INDIA PVT LTD,TWO WHEELER,648476
2022,TATA MOTORS LTD,TWO WHEELER,1
2022,THUKRAL ELECTRIC BIKES PVT LTD,TWO WHEELER,1
2022,TORK MOTORS PVT LTD,TWO WHEELER,319
2022,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,TWO WHEELER,1014
2022,TUNWAL E MOTORS PVT LTD,TWO WHEELER,58
2022,TVS MOTOR COMPANY LTD,TWO WHEELER,2385446
2022,TYST DRIVE INDIA PVT LTD,TWO WHEELER,40
2022,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,TWO WHEELER,314
2022,WHITE CARBON MOTORS PVT LTD,TWO WHEELER,82
2022,WUXI DONGMA (IMPORTER: DYNAM PRECISION),TWO WHEELER,6
2022,WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),TWO WHEELER,2
2022,WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),TWO WHEELER,4
2022,WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),TWO WHEELER,6
2022,WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),TWO WHEELER,12
2022,WUXI SAIGE (IMPORTER: WARIVO MOTOR),TWO WHEELER,1
2022,WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),TWO WHEELER,15
2022,XYZ1,TWO WHEELER,1
2022,YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),TWO WHEELER,25
2022,YANGGUANG LINGMU (IMPORTER: DURGA FILTERS),TWO WHEELER,1
2022,YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),TWO WHEELER,13
2022,ZAP (HK) (IMPORTER: IZANAU ELECTRIC),TWO WHEELER,35
2022,ZHEJIANG CFMOTO (IMPORTER: ADISHWAR AUTO),TWO WHEELER,10
2022,ZHEJIANG CHANGLING (IMPORTER: ADISHWAR AUTO),TWO WHEELER,90
2022,ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),TWO WHEELER,21
2022,ZHEJIANG MORNI (IMPORTER: ADISHWAR AUTO),TWO WHEELER,7
2022,3EV INDUSTRIES PVT LTD,THREE WHEELER,390
2022,3S INDUSTRIES PRIVATE LIMITED,THREE WHEELER,68
2022,A3T INCORPORTED,THREE WHEELER,8
2022,AADHYA ENTERPRISES,THREE WHEELER,517
2022,AADITYA GARBAGE PRODUCTS PVT LTD,THREE WHEELER,10
2022,AAHANA COMMERCE PVT LTD,THREE WHEELER,310
2022,AARGEE ELECTRIC,THREE WHEELER,13
2022,ACCRETION POWER AUTOS,THREE WHEELER,608
2022,ADAPT MOTORS PVT LTD,THREE WHEELER,3
2022,ADIDEV TECHNOA PVT LTD,THREE WHEELER,168
2022,ADITYA ENTERPRISES,THREE WHEELER,3
2022,ADITYA SAI INDUSTRIES,THREE WHEELER,129
2022,AGRAWAL RENEWABLE ENERGY PVT LTD,THREE WHEELER,1
2022,AJAY MOTORS PRIVATE LIMITED,THREE WHEELER,33
2022,A K AUTTO ELECTRICAL,THREE WHEELER,3
2022,A K GUPTA & CO.,THREE WHEELER,433
2022,ALBEDO VISION PVT LTD,THREE WHEELER,14
2022,ALLFINE INDUSTRIES PVT LTD,THREE WHEELER,5883
2022,ALTIER ELECTRIC VEHICLES PVT LTD,THREE WHEELER,1626
2022,ALTIGREEN PROPULSION LABS PVT LTD,THREE WHEELER,699
2022,ALTIUS TECHNOLOGIES,THREE WHEELER,9
2022,AMAN AUTOMOBILES,THREE WHEELER,30
2022,AMAN ELECTRIC VEHICLES,THREE WHEELER,39
2022,AMBIKA ENTERPRISES,THREE WHEELER,92
2022,AMBIKA INDUSTRIES,THREE WHEELER,1159
2022,ANJALI AUTO COMPONENTS,THREE WHEELER,21
2022,ANJALI TRADERS,THREE WHEELER,75
2022,ANKUSH AUTO DEALS,THREE WHEELER,2
2022,APARNA INDUSTRIES,THREE WHEELER,86
2022,A P I MOTORS PVT LTD,THREE WHEELER,814
2022,APM AUTO SALES,THREE WHEELER,399
2022,APSARA ENTERPRISE,THREE WHEELER,379
2022,ARCHIT ENTERPRISES,THREE WHEELER,564
2022,ARD EXIM,THREE WHEELER,41
2022,ARMAN GREEN VEHICLES PVT LTD,THREE WHEELER,14
2022,ARNA ELECTRIC AUTO PVT LTD,THREE WHEELER,344
2022,ARROW AUTOMOTIVE,THREE WHEELER,2782
2022,ASHA IMPEX,THREE WHEELER,61
2022,ASHWA ELECTRIC,THREE WHEELER,1
2022,ASTER AUTOMOTIVE PVT LTD,THREE WHEELER,2
2022,ATTOLENT AUTO GROUP PVT LTD,THREE WHEELER,456
2022,ATUL AUTO LTD,THREE WHEELER,18280
2022,ATUT SANGAM,THREE WHEELER,943
2022,AUTOECO GREEN ENERGY PVT LTD,THREE WHEELER,21
2022,AUTOHAUS PRIVATE LIMITED,THREE WHEELER,485
2022,AUTOLITE (INDIA) LIMITED,THREE WHEELER,64
2022,A.V.AUTOMOTIVES PVT LTD,THREE WHEELER,1451
2022,AVL ELECTRIC VEHICLES PVT LTD,THREE WHEELER,1480
2022,AVON CYCLE LTD INDIA,THREE WHEELER,40
2022,AVON CYCLES LTD,THREE WHEELER,760
2022,BABA E-VEHICLES,THREE WHEELER,288
2022,BAGHWAN RIKSHAW UDYOG,THREE WHEELER,3
2022,BAJAJ AUTO LTD,THREE WHEELER,226552
2022,BAJAJ IMPLEMENTS PVT. LTD,THREE WHEELER,195
2022,BALAN ENGINEERING PVT LTD,THREE WHEELER,105
2022,BAL GOPAL WHEELS PVT LTD,THREE WHEELER,64
2022,BALI AUTO INDUSTRIES,THREE WHEELER,333
2022,BENTINCK INDUSTRIES PVT. LTD.,THREE WHEELER,254
2022,BEST WAY AGENCIES PVT LTD,THREE WHEELER,6445
2022,BESTWAY AGENCIES PVT LTD,THREE WHEELER,141
2022,BESTWAY BANARASH,THREE WHEELER,12
2022,BHADAURIA ENTERPRISES,THREE WHEELER,7
2022,BHAVE ELECTRIC VEHICLES PVT LTD,THREE WHEELER,1591
2022,BHM INDUSTRIES,THREE WHEELER,1028
2022,BIG BULL TRADER PVT LTD,THREE WHEELER,307
2022,BIJNOR ENTERPRISES,THREE WHEELER,52
2022,BRIGHT AUTOZONE PVT LTD,THREE WHEELER,3702
2022,BRIGHT METAL WORKS,THREE WHEELER,7
2022,CAPITAL AUTO INDUSTRIES,THREE WHEELER,1545
2022,CART INDIA,THREE WHEELER,7
2022,CEEON INDIA,THREE WHEELER,394
2022,CELLETRON MOTOR WORKS,THREE WHEELER,11
2022,CHAMPION POLY PLAST,THREE WHEELER,13090
2022,CHARUVIKRAM AUTOMOBILE PVT LTD,THREE WHEELER,6
2022,CHAUHAN AUTO INDUSTRIES,THREE WHEELER,406
2022,CHEHAK BATTERIES,THREE WHEELER,223
2022,CITADEL ENTERPRISES(OPC) PVT LTD,THREE WHEELER,36
2022,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,THREE WHEELER,827
2022,C M OVERSEAS,THREE WHEELER,34
2022,CONTINENTAL ENGINES PVT LTD,THREE WHEELER,5424
2022,CYRUS AUTO INDUSTRIES PVT LTD,THREE WHEELER,24
2022,DAKSH INDUSTRIES,THREE WHEELER,3225
2022,DASHMESH TRADERS,THREE WHEELER,83
2022,DAVE EXIM PVT LTD,THREE WHEELER,243
2022,DD AUTO PVT LTD,THREE WHEELER,13
2022,DEEP DRAWN TECHNOLOGIES,THREE WHEELER,4
2022,DE EUSI MOTORS PVT LTD.,THREE WHEELER,720
2022,DELTA AUTOCORP LTD,THREE WHEELER,1334
2022,DESMOTO ELECTRICS PVT LTD,THREE WHEELER,1
2022,DHAR INTERNATIONAL,THREE WHEELER,104
2022,DIAMOND E VEHICLES,THREE WHEELER,303
2022,DILLI ELECTRIC AUTO PVT LTD,THREE WHEELER,13987
2022,DIVANSU AUTOMOBILES LTD,THREE WHEELER,142
2022,DIVYA ENTERPRISES,THREE WHEELER,744
2022,DSF INDUSTRIES PVT LTD,THREE WHEELER,14
2022,D S INDUSTRIES,THREE WHEELER,46
2022,DUKE AUTO INDIA,THREE WHEELER,610
2022,DYNAVOLT TECHNOLOGY INDIA LTD,THREE WHEELER,11
2022,DYS IMPEX PRIVATE LIMITED,THREE WHEELER,421
2022,E-ASHWA AUTOMOTIVE PVT LTD,THREE WHEELER,129
2022,EBUZZ MOBILITY LLP,THREE WHEELER,1
2022,ECO DYNAAMIC EQUIPMENTS,THREE WHEELER,47
2022,ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,THREE WHEELER,29
2022,ECO SMART VEHICLES PVT LTD,THREE WHEELER,453
2022,ECOYAN ELECTRIC MOTOR VEHICLES PVT LTD,THREE WHEELER,4
2022,EDMRC MANNSCHAFT LLP,THREE WHEELER,49
2022,EEVEE ENGINEERING PVT LTD,THREE WHEELER,20
2022,EFEV CHARGING SOLUTION PVT LTD,THREE WHEELER,82
2022,E-GURU AUTO ENERGY,THREE WHEELER,12
2022,ELECTROTHERM (INDIA) LIMITED,THREE WHEELER,5
2022,ELEPHANTA INDUSTRIES PVT LTD,THREE WHEELER,49
2022,ELITE AUTO ENGINEERS PVT LTD,THREE WHEELER,509
2022,E-MOTION AUTOMOTIVE INDUSTRY LLP,THREE WHEELER,367
2022,ENERGY ELECTRIC VEHICLES,THREE WHEELER,6263
2022,ENTICE IMPEX PVT LTD,THREE WHEELER,188
2022,EPOWER VEHICLES PVT LTD,THREE WHEELER,43
2022,E ROYCE MOTORS INDIA PVT LTD,THREE WHEELER,1381
2022,ETRIO AUTOMOBILES PVT LTD,THREE WHEELER,179
2022,EULER MOTORS PVT LTD,THREE WHEELER,647
2022,EVBHARAT RANGE PRIVATE LIMITED,THREE WHEELER,15
2022,EVCO AUTOMOBILES PVT LTD,THREE WHEELER,57
2022,EVEX AUTO INDIA PVT LTD,THREE WHEELER,297
2022,EVOLUTION AUTOTECH,THREE WHEELER,2
2022,EXIDE INDUSTRIES LTD,THREE WHEELER,1056
2022,EXTRA FAST SOLUTIONS,THREE WHEELER,401
2022,EXTREME MOTORS,THREE WHEELER,177
2022,FEDE INDUSTRIES PVT LTD,THREE WHEELER,395
2022,FIRST CHOICE ELECTRIC VEHICLES PVT LTD,THREE WHEELER,268
2022,FITWEL MOBILITY PVT LTD,THREE WHEELER,31
2022,FIVE ELEMENTS,THREE WHEELER,23
2022,GAURI AUTO INDIA PVT. LTD,THREE WHEELER,10
2022,GAYATRI ELECTRIC VEHICLES PVT LTD,THREE WHEELER,2048
2022,G & G AUTOMOTIVE,THREE WHEELER,699
2022,GKON ELECTRIC MOTOR VEHICLES PVT LTD,THREE WHEELER,864
2022,G.K. RICKSHAW PVT LTD,THREE WHEELER,4151
2022,G. M. VEHICLE INDUSTRIES,THREE WHEELER,9
2022,GOBIND INDUSTRIES PVT LTD,THREE WHEELER,12
2022,GODAWARI TECHNO SOLUTIONS PVT LTD,THREE WHEELER,86
2022,GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,THREE WHEELER,644
2022,GOODWILL HI PRECISION WORKS PVT LTD,THREE WHEELER,25
2022,GOPAL AUTO MOTORS PVT LTD,THREE WHEELER,1054
2022,GRAM TARANG EMPLOYABILITY TRAINNING SERVICES P LTD,THREE WHEELER,65
2022,GRD MOTORS,THREE WHEELER,2155
2022,GREEN EVOLVE PVT LTD,THREE WHEELER,69
2022,GREEN IMPEX,THREE WHEELER,175
2022,GREEN KAIKETSU AUTOMATIVE IND,THREE WHEELER,1
2022,GREEN KAIKETSU AUTOMOTIVE INDIA PVT LTD,THREE WHEELER,5
2022,GREEN SHUTTLE TECHNOLOGY PVT LTD,THREE WHEELER,36
2022,GREEN STAR MOTORS,THREE WHEELER,15
2022,GREENTECH AUTO LLP,THREE WHEELER,6
2022,GREEN TECHNOLOGIES,THREE WHEELER,43
2022,GREEN VALLEY MOTORS,THREE WHEELER,14
2022,GREENWHEELS AUTOMOBILE PVT LTD,THREE WHEELER,905
2022,GURU JI WHEELS,THREE WHEELER,117
2022,GURUKIRPA INDUSTRIES,THREE WHEELER,57
2022,G WILLIAMS FABRICATIONS LTD,THREE WHEELER,2
2022,HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,THREE WHEELER,12
2022,HARSH TRADING CO,THREE WHEELER,45
